flow,family,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,score
golden,phi,moderate_band,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.8231771506985186
golden,phi,wide_band,0.8391521197007481,0.456271186440678,0.002258610954263128,0.16487859966120835,0.8805714285714286,0.48,0.8805714285714286,0.07371428571428572,0.0,0.11942857142857143,3.45703125,0.576171875,0.5185546875,0.4850260416666667,0.09573428850537284,0.4937775988105805,0.8155331911703145
golden,phi,wrong_center,0.8582089552238806,0.46184738955823296,0.002258610954263128,0.1541501976284585,0.863169897377423,0.4771949828962372,0.863169897377423,0.07354618015963511,0.0,0.13683010262257697,3.45703125,0.576171875,0.51953125,0.17610677083333334,0.10126994464343862,0.4933977278976933,0.8068915348760217
golden,phi,no_band,0.9029850746268657,0.4745098039215686,0.002258610954263128,0.13382269904009034,0.7996585088218554,0.4359704040978941,0.7996585088218554,0.07683551508252703,0.0,0.20034149117814457,3.45703125,0.576171875,0.521484375,0.0,0.10615434711820254,0.4919818998309248,0.8090790036243615
silver,metallic,moderate_band,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.7861998083717562
silver,metallic,wide_band,0.8315098468271335,0.4540023894862604,0.012834224598930482,0.09197860962566845,0.9878345498783455,0.30413625304136255,0.9878345498783455,0.049878345498783457,0.0,0.012165450121654502,1.81640625,0.302734375,0.18977864583333334,0.22884114583333334,0.04265711494627157,0.5991527760170869,0.7860688913387256
silver,metallic,wrong_center,0.8219780219780219,0.451145958986731,0.019251336898395723,0.09411764705882353,0.971709717097171,0.3062730627306273,0.971709717097171,0.05166051660516605,0.0,0.028290282902829027,1.81640625,0.302734375,0.19010416666666666,0.09049479166666667,0.04363399544122436,0.6000312960695255,0.7751112419363493
silver,metallic,no_band,0.8217391304347826,0.4510739856801909,0.019251336898395723,0.08449197860962566,0.9533169533169533,0.3108108108108108,0.9533169533169533,0.04791154791154791,0.0,0.04668304668304668,1.81640625,0.302734375,0.18977864583333334,0.0,0.042005861282969716,0.5996151059515549,0.7722750084093009
bounded_cf_2,bounded_cf,moderate_band,0.8492239467849224,0.4592326139088729,0.01714898177920686,0.08896034297963558,0.9445114595898673,0.2738238841978287,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2776692708333333,0.14485677083333334,0.11787691305763595,0.5508108203252511,0.7763900941916941
bounded_cf_2,bounded_cf,wide_band,0.8185840707964602,0.45012165450121655,0.015005359056806002,0.10396570203644159,0.9736842105263158,0.26555023923444976,0.9736842105263158,0.07057416267942583,0.0,0.02631578947368421,1.8203125,0.3033854166666667,0.27734375,0.228515625,0.1126668837512211,0.553286078242526,0.771640055286315
bounded_cf_2,bounded_cf,wrong_center,0.7799564270152506,0.43818849449204406,0.02465166130760986,0.09967845659163987,0.9445114595898673,0.2569360675512666,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2770182291666667,0.08984375,0.1103874959296646,0.5513442837718654,0.7579562542408649
bounded_cf_2,bounded_cf,no_band,0.7987012987012987,0.44404332129963897,0.02572347266881029,0.08360128617363344,0.9229843561973526,0.2611311672683514,0.9229843561973526,0.06257521058965103,0.0,0.07701564380264742,1.8203125,0.3033854166666667,0.2760416666666667,0.0,0.11429501790947574,0.5491848214483477,0.7590695809632801
random_cf_1,random_cf,moderate_band,0.8367816091954023,0.4555694618272841,0.01756311745334797,0.10537870472008781,0.8907563025210085,0.25690276110444177,0.8907563025210085,0.07202881152460984,0.0,0.1092436974789916,1.7734375,0.17350260416666666,0.2571614583333333,0.1484375,0.090524259198958,0.606656585635972,0.7816213058153001
random_cf_1,random_cf,wide_band,0.8310185185185185,0.4538558786346397,0.01646542261251372,0.11525795828759605,0.9244823386114495,0.269183922046285,0.9244823386114495,0.07064555420219244,0.0,0.07551766138855055,1.7734375,0.17350260416666666,0.2555338541666667,0.22428385416666666,0.08889612504070335,0.6082237540214595,0.783291826127316
random_cf_1,random_cf,wrong_center,0.8271889400921659,0.4527112232030265,0.019758507135016465,0.10976948408342481,0.8990267639902676,0.26520681265206814,0.8990267639902676,0.0681265206812652,0.0,0.10097323600973236,1.7734375,0.17350260416666666,0.255859375,0.09505208333333333,0.08694236405079779,0.6079807761422471,0.7763680475619387
random_cf_1,random_cf,no_band,0.8356164383561644,0.4552238805970149,0.019758507135016465,0.09769484083424808,0.8724672228843862,0.2526817640047676,0.8724672228843862,0.07032181168057211,0.0,0.12753277711561384,1.7734375,0.17350260416666666,0.2571614583333333,0.0,0.09019863236730706,0.6052295484061319,0.7718025902583907
fib_13_21,rational,moderate_band,0.7394209354120267,0.42509603072983354,0.002129925452609159,0.16613418530351437,0.9922580645161291,0.2167741935483871,0.9922580645161291,0.07096774193548387,0.0,0.007741935483870968,3.0533854166666665,0.3050130208333333,0.2783203125,0.14680989583333334,0.09964181048518397,0.38166697897365953,0.7177592509221459
fib_13_21,rational,wide_band,0.7193763919821826,0.4183937823834197,0.002129925452609159,0.1757188498402556,1.0,0.21354166666666666,1.0,0.06901041666666667,0.0,0.0,3.0533854166666665,0.3050130208333333,0.279296875,0.2060546875,0.09671116900032563,0.38178737722283085,0.7183104544820245
fib_13_21,rational,wrong_center,0.7161862527716186,0.417312661498708,0.006389776357827476,0.16932907348242812,0.9934895833333334,0.22526041666666666,0.9934895833333334,0.06770833333333333,0.0,0.006510416666666667,3.0533854166666665,0.3050130208333333,0.2802734375,0.0810546875,0.09768804949527841,0.3810910285521909,0.7099308650329405
fib_13_21,rational,no_band,0.7416481069042317,0.4258312020460358,0.007454739084132056,0.1597444089456869,0.9858429858429858,0.22522522522522523,0.9858429858429858,0.0682110682110682,0.0,0.014157014157014158,3.0533854166666665,0.3050130208333333,0.2789713541666667,0.0,0.10061869098013676,0.3855173296519173,0.7091674311499515
pi_mod1,constant,moderate_band,0.8648648648648649,0.463768115942029,0.006423982869379015,0.033190578158458245,0.9715639810426541,0.2618483412322275,0.9715639810426541,0.0035545023696682463,0.0,0.02843601895734597,3.037109375,0.2740885416666667,0.28515625,0.1494140625,0.1299251058287203,0.5277866016400894,0.7909945404779616
pi_mod1,constant,wide_band,0.8440748440748441,0.4577226606538895,0.006423982869379015,0.043897216274089934,0.9868421052631579,0.26555023923444976,0.9868421052631579,0.0035885167464114833,0.0,0.013157894736842105,3.037109375,0.2740885416666667,0.2848307291666667,0.228515625,0.126668837512211,0.5289159504310386,0.7921212924298516
pi_mod1,constant,wrong_center,0.841995841995842,0.45711060948081267,0.009635974304068522,0.0417558886509636,0.969770253929867,0.2587666263603386,0.969770253929867,0.0048367593712212815,0.0,0.030229746070133012,3.037109375,0.2740885416666667,0.2835286458333333,0.09114583333333333,0.1276457180071638,0.5272453950656621,0.7814496219678287
pi_mod1,constant,no_band,0.8648648648648649,0.463768115942029,0.01284796573875803,0.02676659528907923,0.9584816132858838,0.2597864768683274,0.9584816132858838,0.004744958481613286,0.0,0.04151838671411625,3.037109375,0.2740885416666667,0.2848307291666667,0.0,0.13057635949202215,0.5258374656643208,0.7795682327678409
